Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Num of training samples 50000, Num of poisoned samples 2500, Num of benign samples 47500
Epoch [1/50] Train Loss: 2.5009, Train Acc: 15.58 Test Loss (Benign): 2.2767, Test Acc (Benign): 11.52 Test Loss (Poisoned): 1.9571, Test Acc (Poisoned): 95.96
Epoch [2/50] Train Loss: 2.1349, Train Acc: 18.43 Test Loss (Benign): 1.9993, Test Acc (Benign): 21.31 Test Loss (Poisoned): 2.0686, Test Acc (Poisoned): 38.60
Epoch [3/50] Train Loss: 1.9099, Train Acc: 25.70 Test Loss (Benign): 1.8198, Test Acc (Benign): 27.71 Test Loss (Poisoned): 0.5076, Test Acc (Poisoned): 91.15
Epoch [4/50] Train Loss: 1.6440, Train Acc: 35.33 Test Loss (Benign): 1.7035, Test Acc (Benign): 33.91 Test Loss (Poisoned): 0.0819, Test Acc (Poisoned): 97.95
Epoch [5/50] Train Loss: 1.4226, Train Acc: 46.02 Test Loss (Benign): 2.1598, Test Acc (Benign): 31.19 Test Loss (Poisoned): 0.0910, Test Acc (Poisoned): 98.22
Epoch [6/50] Train Loss: 1.1739, Train Acc: 57.55 Test Loss (Benign): 1.4621, Test Acc (Benign): 49.81 Test Loss (Poisoned): 0.1911, Test Acc (Poisoned): 93.93
Epoch [7/50] Train Loss: 0.9799, Train Acc: 65.83 Test Loss (Benign): 1.0255, Test Acc (Benign): 63.15 Test Loss (Poisoned): 0.0671, Test Acc (Poisoned): 98.72
Epoch [8/50] Train Loss: 0.8539, Train Acc: 70.69 Test Loss (Benign): 1.0149, Test Acc (Benign): 66.33 Test Loss (Poisoned): 0.0316, Test Acc (Poisoned): 99.36
Epoch [9/50] Train Loss: 0.7646, Train Acc: 74.11 Test Loss (Benign): 1.1464, Test Acc (Benign): 62.59 Test Loss (Poisoned): 0.0617, Test Acc (Poisoned): 98.81
Epoch [10/50] Train Loss: 0.7039, Train Acc: 76.37 Test Loss (Benign): 0.8613, Test Acc (Benign): 71.62 Test Loss (Poisoned): 0.1230, Test Acc (Poisoned): 97.13
Epoch [11/50] Train Loss: 0.6490, Train Acc: 78.40 Test Loss (Benign): 0.8148, Test Acc (Benign): 72.63 Test Loss (Poisoned): 0.0633, Test Acc (Poisoned): 98.55
Epoch [12/50] Train Loss: 0.6095, Train Acc: 79.91 Test Loss (Benign): 0.9061, Test Acc (Benign): 70.15 Test Loss (Poisoned): 0.0351, Test Acc (Poisoned): 99.39
Epoch [13/50] Train Loss: 0.5908, Train Acc: 80.71 Test Loss (Benign): 0.9716, Test Acc (Benign): 70.31 Test Loss (Poisoned): 0.0785, Test Acc (Poisoned): 98.57
Epoch [14/50] Train Loss: 0.5793, Train Acc: 81.00 Test Loss (Benign): 0.8447, Test Acc (Benign): 72.81 Test Loss (Poisoned): 0.0663, Test Acc (Poisoned): 98.72
Epoch [15/50] Train Loss: 0.5504, Train Acc: 82.07 Test Loss (Benign): 0.8862, Test Acc (Benign): 72.93 Test Loss (Poisoned): 0.0433, Test Acc (Poisoned): 99.23
Epoch [16/50] Train Loss: 0.5315, Train Acc: 82.80 Test Loss (Benign): 0.9164, Test Acc (Benign): 70.63 Test Loss (Poisoned): 0.1512, Test Acc (Poisoned): 97.11
Epoch [17/50] Train Loss: 0.5307, Train Acc: 82.67 Test Loss (Benign): 0.8645, Test Acc (Benign): 73.51 Test Loss (Poisoned): 0.0156, Test Acc (Poisoned): 99.65
Epoch [18/50] Train Loss: 0.5213, Train Acc: 82.98 Test Loss (Benign): 0.7438, Test Acc (Benign): 76.76 Test Loss (Poisoned): 0.0607, Test Acc (Poisoned): 98.84
Epoch [19/50] Train Loss: 0.5000, Train Acc: 83.79 Test Loss (Benign): 0.8117, Test Acc (Benign): 74.93 Test Loss (Poisoned): 0.0434, Test Acc (Poisoned): 99.10
Epoch [20/50] Train Loss: 0.5038, Train Acc: 83.53 Test Loss (Benign): 0.6154, Test Acc (Benign): 79.73 Test Loss (Poisoned): 0.1191, Test Acc (Poisoned): 97.85
Epoch [21/50] Train Loss: 0.4756, Train Acc: 84.58 Test Loss (Benign): 1.1670, Test Acc (Benign): 67.61 Test Loss (Poisoned): 0.0428, Test Acc (Poisoned): 99.00
