0,5.045666028157895e-47
1,6.836415890634153e-33
2,3.2731743658564535e-41
3,1.3795634091420244e-51
4,1.1931978424059016e-44
5,2.351137034164348e-44
6,2.3683811923258528e-39
7,1.480999322361634e-46
8,7.725172549048954e-43
9,9.035449174365519e-40
10,7.432592121853769e-38
11,2.688042858954442e-52
12,1.424891789679926e-48
13,5.208683292318482e-47
14,2.6812113946903547e-54
15,6.550733814302673e-46
16,9.881833978520223e-33
17,2.268898772133927e-41
18,1.0422430215127182e-62
19,3.6708213794879395e-40
20,1.8475597234453904e-40
21,1.4709491772951444e-40
22,3.4026084936849765e-46
23,3.0617314974018882e-46
24,2.6545883481764614e-42
25,1.7481482742556974e-35
26,5.6113526563513394e-39
27,1.543164753903166e-59
28,1.5549868364974035e-46
29,7.298721987072237e-54
30,2.295076048388138e-50
31,7.879523993325249e-47
32,1.5517332707174302e-33
33,2.132945642894387e-37
34,1.4506115779342646e-57
35,6.261914230339001e-52
36,1.0382192549234205e-41
37,2.050088365596106e-47
38,2.2330469354034597e-35
39,2.58779576475709e-51
40,5.2255979019672145e-52
41,8.33129654533737e-50
42,2.718049329171399e-40
43,4.846968932769128e-65
44,1.6775997520368565e-49
45,4.816736068851485e-45
46,4.3169455277279546e-45
47,1.1968164481520721e-47
48,1.2332352008240206e-41
49,1.665956455941929e-53
50,9.09236540310493e-56
51,1.526443894389026e-56
52,2.7246105749278387e-57
53,6.022139212405442e-47
54,1.343774982975791e-48
55,1.2623654076182386e-34
56,1.8396340686737472e-39
57,1.8597116361319474e-67
58,5.860185377099125e-46
59,1.024406958005098e-47
60,2.1717629319929152e-44
61,1.380408317292463e-34
62,1.704677052372238e-45
63,1.2437523911412187e-53
64,2.3980901737516593e-40
65,8.96559801397546e-57
66,6.459231942598519e-54
67,1.3370466825378568e-51
68,1.9734700849865714e-44
69,5.22715621142017e-57
70,1.9060318601394487e-45
71,3.664418139253572e-46
72,1.6913322245303428e-44
73,4.2260715762974186e-42
74,3.906395663671644e-49
75,8.622983135198508e-37
76,7.037678063167964e-64
77,5.024946869573356e-56
78,1.6262939902719771e-52
79,1.0628528024447921e-54
80,4.3297645209299555e-34
81,1.8396340686737472e-39
82,1.8597116361319474e-67
83,5.860185377099125e-46
84,1.024406958005098e-47
85,2.1717629319929152e-44
86,1.380408317292463e-34
87,1.704677052372238e-45
88,1.2437523911412187e-53
89,2.3980901737516593e-40
90,8.96559801397546e-57
91,6.459231942598519e-54
92,1.3370466825378568e-51
93,1.9734700849865714e-44
94,5.22715621142017e-57
95,1.9060318601394487e-45
96,3.664418139253572e-46
97,1.6913322245303428e-44
98,4.2260715762974186e-42
99,3.906395663671644e-49
