Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Files already downloaded and verified
Num of training samples 50000, Num of poisoned samples 2500, Num of benign samples 47500
Epoch [1/50] Train Loss: 2.4677, Train Acc: 15.38 Test Loss (Benign): 2.2724, Test Acc (Benign): 11.36 Test Loss (Poisoned): 1.9489, Test Acc (Poisoned): 96.24
Epoch [2/50] Train Loss: 2.0433, Train Acc: 20.90 Test Loss (Benign): 2.0590, Test Acc (Benign): 21.23 Test Loss (Poisoned): 1.8456, Test Acc (Poisoned): 40.93
Epoch [3/50] Train Loss: 1.8468, Train Acc: 28.81 Test Loss (Benign): 1.7763, Test Acc (Benign): 32.72 Test Loss (Poisoned): 2.1946, Test Acc (Poisoned): 9.32
Epoch [4/50] Train Loss: 1.6127, Train Acc: 39.43 Test Loss (Benign): 1.6025, Test Acc (Benign): 42.28 Test Loss (Poisoned): 2.3996, Test Acc (Poisoned): 12.35
Epoch [5/50] Train Loss: 1.3240, Train Acc: 52.87 Test Loss (Benign): 1.7127, Test Acc (Benign): 41.56 Test Loss (Poisoned): 0.7285, Test Acc (Poisoned): 75.76
Epoch [6/50] Train Loss: 1.0397, Train Acc: 64.15 Test Loss (Benign): 1.5970, Test Acc (Benign): 45.78 Test Loss (Poisoned): 1.0209, Test Acc (Poisoned): 76.27
Epoch [7/50] Train Loss: 0.8759, Train Acc: 70.04 Test Loss (Benign): 1.2237, Test Acc (Benign): 57.71 Test Loss (Poisoned): 0.4638, Test Acc (Poisoned): 87.91
Epoch [8/50] Train Loss: 0.7866, Train Acc: 73.98 Test Loss (Benign): 0.8572, Test Acc (Benign): 71.16 Test Loss (Poisoned): 0.3506, Test Acc (Poisoned): 91.17
Epoch [9/50] Train Loss: 0.7220, Train Acc: 76.29 Test Loss (Benign): 1.0108, Test Acc (Benign): 67.66 Test Loss (Poisoned): 0.6351, Test Acc (Poisoned): 82.06
Epoch [10/50] Train Loss: 0.6822, Train Acc: 77.92 Test Loss (Benign): 1.0783, Test Acc (Benign): 64.65 Test Loss (Poisoned): 0.7562, Test Acc (Poisoned): 78.40
Epoch [11/50] Train Loss: 0.6487, Train Acc: 79.10 Test Loss (Benign): 0.8597, Test Acc (Benign): 72.66 Test Loss (Poisoned): 0.4469, Test Acc (Poisoned): 87.05
Epoch [12/50] Train Loss: 0.6187, Train Acc: 79.98 Test Loss (Benign): 1.2184, Test Acc (Benign): 62.03 Test Loss (Poisoned): 0.5517, Test Acc (Poisoned): 85.71
Epoch [13/50] Train Loss: 0.5921, Train Acc: 81.00 Test Loss (Benign): 1.2609, Test Acc (Benign): 61.58 Test Loss (Poisoned): 0.3124, Test Acc (Poisoned): 91.53
Epoch [14/50] Train Loss: 0.5795, Train Acc: 81.32 Test Loss (Benign): 1.1073, Test Acc (Benign): 67.52 Test Loss (Poisoned): 0.8422, Test Acc (Poisoned): 77.66
Epoch [15/50] Train Loss: 0.5602, Train Acc: 82.06 Test Loss (Benign): 0.7703, Test Acc (Benign): 74.89 Test Loss (Poisoned): 0.4823, Test Acc (Poisoned): 86.93
Epoch [16/50] Train Loss: 0.5520, Train Acc: 82.34 Test Loss (Benign): 0.9694, Test Acc (Benign): 70.47 Test Loss (Poisoned): 0.6573, Test Acc (Poisoned): 83.40
Epoch [17/50] Train Loss: 0.5358, Train Acc: 82.80 Test Loss (Benign): 0.8871, Test Acc (Benign): 71.09 Test Loss (Poisoned): 0.4215, Test Acc (Poisoned): 88.62
Epoch [18/50] Train Loss: 0.5122, Train Acc: 83.57 Test Loss (Benign): 0.7909, Test Acc (Benign): 74.30 Test Loss (Poisoned): 0.4011, Test Acc (Poisoned): 89.99
Epoch [19/50] Train Loss: 0.5172, Train Acc: 83.35 Test Loss (Benign): 1.1580, Test Acc (Benign): 66.20 Test Loss (Poisoned): 0.2834, Test Acc (Poisoned): 91.98
Epoch [20/50] Train Loss: 0.5019, Train Acc: 83.74 Test Loss (Benign): 0.8164, Test Acc (Benign): 75.04 Test Loss (Poisoned): 0.4243, Test Acc (Poisoned): 87.53
Epoch [21/50] Train Loss: 0.4947, Train Acc: 84.05 Test Loss (Benign): 0.6117, Test Acc (Benign): 80.43 Test Loss (Poisoned): 0.2528, Test Acc (Poisoned): 92.79
Epoch [22/50] Train Loss: 0.4849, Train Acc: 84.41 Test Loss (Benign): 0.6022, Test Acc (Benign): 80.89 Test Loss (Poisoned): 0.8232, Test Acc (Poisoned): 78.79
Epoch [23/50] Train Loss: 0.4822, Train Acc: 84.53 Test Loss (Benign): 0.7853, Test Acc (Benign): 75.05 Test Loss (Poisoned): 0.6080, Test Acc (Poisoned): 84.39
Epoch [24/50] Train Loss: 0.4778, Train Acc: 84.76 Test Loss (Benign): 1.0528, Test Acc (Benign): 69.67 Test Loss (Poisoned): 0.3436, Test Acc (Poisoned): 89.78
