0,3.057714303568528e-68
1,1.285371648805509e-38
2,3.06708182484349e-46
3,1.1994624956913724e-127
4,2.367570297172421e-53
5,3.79202945034139e-38
6,4.42845150555736e-91
7,6.725708212265096e-55
8,1.088198430641338e-121
9,7.118288028730402e-69
10,3.8234940794007975e-45
11,3.549918462343532e-65
12,2.1803731514271707e-59
13,3.229485654608379e-101
14,8.095293360087108e-71
15,2.0428977056544446e-43
16,3.244228133411215e-47
17,1.0741582060306147e-51
18,6.206438099941209e-69
19,1.2466390638328949e-47
20,1.3775769605380641e-45
21,1.2659437686996138e-125
22,1.3873652644644784e-57
23,1.582653761968115e-70
24,6.80562842663971e-55
25,8.429201430622025e-61
26,5.577228921879325e-43
27,9.172500216572368e-41
28,8.282449312965877e-58
29,5.242300736372778e-56
30,2.6812917633820137e-99
31,9.732549285821184e-60
32,1.9869573230418523e-53
33,1.285371648805509e-38
34,3.06708182484349e-46
35,1.1994624956913724e-127
36,2.367570297172421e-53
37,3.79202945034139e-38
38,4.42845150555736e-91
39,6.725708212265096e-55
40,1.088198430641338e-121
41,7.118288028730402e-69
42,3.8234940794007975e-45
43,3.549918462343532e-65
44,2.1803731514271707e-59
45,3.229485654608379e-101
46,8.095293360087108e-71
47,2.0428977056544446e-43
48,3.244228133411215e-47
49,1.0741582060306147e-51
50,6.206438099941209e-69
51,1.2466390638328949e-47
52,1.3775769605380641e-45
53,1.2659437686996138e-125
54,1.3873652644644784e-57
55,1.582653761968115e-70
56,6.80562842663971e-55
57,8.429201430622025e-61
58,5.577228921879325e-43
59,9.172500216572368e-41
60,8.282449312965877e-58
61,5.242300736372778e-56
62,2.6812917633820137e-99
63,9.732549285821184e-60
64,1.9869573230418523e-53
65,1.285371648805509e-38
66,3.06708182484349e-46
67,1.1994624956913724e-127
68,2.367570297172421e-53
69,3.79202945034139e-38
70,4.42845150555736e-91
71,6.725708212265096e-55
72,1.088198430641338e-121
73,7.118288028730402e-69
74,3.8234940794007975e-45
75,3.549918462343532e-65
76,2.1803731514271707e-59
77,3.229485654608379e-101
78,8.095293360087108e-71
79,2.0428977056544446e-43
80,3.244228133411215e-47
81,1.0741582060306147e-51
82,6.206438099941209e-69
83,1.2466390638328949e-47
84,1.3775769605380641e-45
85,1.2659437686996138e-125
86,1.3873652644644784e-57
87,1.582653761968115e-70
88,6.80562842663971e-55
89,8.429201430622025e-61
90,5.577228921879325e-43
91,9.172500216572368e-41
92,8.282449312965877e-58
93,5.242300736372778e-56
94,2.6812917633820137e-99
95,9.732549285821184e-60
96,1.9869573230418523e-53
97,1.285371648805509e-38
98,3.06708182484349e-46
99,1.1994624956913724e-127
