0,9.518671911106611e-43
1,3.9241814367820214e-45
2,1.728716528295206e-39
3,5.374799280738677e-52
4,3.249481736924965e-62
5,5.233479622534387e-46
6,3.751852284378375e-55
7,6.27683047244537e-38
8,5.034909254447443e-30
9,6.092532653067062e-54
10,3.676589261624171e-26
11,3.486419911617119e-53
12,3.5677287374055884e-58
13,3.547630791225703e-33
14,2.3752987614572267e-27
15,8.430876884637038e-28
16,4.235535503358953e-46
17,1.3256983647013847e-26
18,5.409686047518794e-49
19,2.763136312938892e-36
20,8.71864737496943e-30
21,6.95138475006948e-36
22,1.5766724524150043e-39
23,4.171278504324111e-32
24,4.4023578337646966e-33
25,3.305330195365327e-38
26,6.014144027451561e-35
27,2.6055495076016596e-37
28,4.756636397476993e-36
29,7.996990981313619e-31
30,2.5510789887909716e-54
31,2.1909952439416054e-26
32,8.89595900392289e-30
33,5.602435580478677e-47
34,8.586284343700144e-31
35,7.49209191511826e-47
36,7.150864206328145e-48
37,5.458316769697535e-30
38,1.8796281075647215e-74
39,9.124897301192994e-42
40,3.1906688389972796e-38
41,2.828352291404862e-35
42,9.488045083733602e-31
43,4.8162184965490745e-33
44,3.8059988672482004e-47
45,2.575548867674016e-47
46,1.8778636200256998e-36
47,1.5811199269902064e-35
48,3.745663953106303e-36
49,2.5487564202658097e-31
50,1.0101017734071128e-40
51,1.89576290426307e-25
52,7.301255137875246e-38
53,5.336627268946048e-26
54,3.730757407381245e-52
55,2.1499567143177448e-42
56,2.2113371802226036e-45
57,7.375792184320228e-49
58,1.5425086181643274e-46
59,3.7495169422028265e-53
60,7.7631712566623085e-28
61,1.1252265622581478e-43
62,1.8087892896955974e-42
63,3.4903566593239023e-29
64,1.276580417520731e-31
65,1.4429495787302418e-47
66,8.113537627433825e-30
67,3.530338455880276e-48
68,4.8162184965490745e-33
69,3.8059988672482004e-47
70,2.575548867674016e-47
71,1.8778636200256998e-36
72,1.5811199269902064e-35
73,3.745663953106303e-36
74,2.5487564202658097e-31
75,1.0101017734071128e-40
76,1.89576290426307e-25
77,7.301255137875246e-38
78,5.336627268946048e-26
79,3.730757407381245e-52
80,2.1499567143177448e-42
81,2.2113371802226036e-45
82,7.375792184320228e-49
83,1.5425086181643274e-46
84,3.7495169422028265e-53
85,7.7631712566623085e-28
86,1.1252265622581478e-43
87,1.8087892896955974e-42
88,3.4903566593239023e-29
89,1.276580417520731e-31
90,1.4429495787302418e-47
91,8.113537627433825e-30
92,3.530338455880276e-48
93,4.8162184965490745e-33
94,3.8059988672482004e-47
95,2.575548867674016e-47
96,1.8778636200256998e-36
97,1.5811199269902064e-35
98,3.745663953106303e-36
99,2.5487564202658097e-31
