0,1787.1912430130105
1,1787.1912430130105
2,1787.1912430130105
3,1787.1912430130105
4,1787.1912430130105
5,1787.1912430130105
6,1787.1912430130105
7,1787.1912430130105
8,1787.1912430130105
9,1787.1912430130105
10,1787.1912430130105
11,1787.1912430130105
12,1787.1912430130105
13,1787.1912430130105
14,1787.1912430130105
15,1787.1912430130105
16,1787.1912430130105
17,1787.1912430130105
18,1787.1912430130105
19,1787.1912430130105
20,1787.1912430130105
21,1787.1912430130105
22,1787.1912430130105
23,1787.1912430130105
24,1787.1912430130105
25,1787.1912430130105
26,1787.1912430130105
27,1787.1912430130105
28,1787.1912430130105
29,1787.1912430130105
30,1787.1912430130105
31,1787.1912430130105
32,1787.1912430130105
33,1787.1912430130105
34,1787.1912430130105
35,1787.1912430130105
36,1787.1912430130105
37,1787.1912430130105
38,1787.1912430130105
39,1787.1912430130105
40,1787.1912430130105
41,1787.1912430130105
42,1787.1912430130105
43,1787.1912430130105
44,1787.1912430130105
45,1787.1912430130105
46,1787.1912430130105
47,1787.1912430130105
48,1787.1912430130105
49,1787.1912430130105
50,1787.1912430130105
51,1787.1912430130105
52,1787.1912430130105
53,1787.1912430130105
54,1787.1912430130105
55,1787.1912430130105
56,1787.1912430130105
57,1787.1912430130105
58,1787.1912430130105
59,1787.1912430130105
60,1787.1912430130105
61,1787.1912430130105
62,1787.1912430130105
63,1787.1912430130105
64,1787.1912430130105
65,1787.1912430130105
66,1787.1912430130105
67,1787.1912430130105
68,1787.1912430130105
69,1787.1912430130105
70,1787.1912430130105
71,1787.1912430130105
72,1787.1912430130105
73,1787.1912430130105
74,1787.1912430130105
75,1787.1912430130105
76,1787.1912430130105
77,1787.1912430130105
78,1787.1912430130105
79,1787.1912430130105
80,1787.1912430130105
81,1787.1912430130105
82,1787.1912430130105
83,1787.1912430130105
84,1787.1912430130105
85,1787.1912430130105
86,1787.1912430130105
87,1787.1912430130105
88,1787.1912430130105
89,1787.1912430130105
90,1787.1912430130105
91,1787.1912430130105
92,1787.1912430130105
93,1787.1912430130105
94,1787.1912430130105
95,1787.1912430130105
96,1787.1912430130105
97,1787.1912430130105
98,1787.1912430130105
99,1787.1912430130105
